CODEPAGE 10003          ; Korean - MAC
0x89f4	0xdfd8	;ßØ
0x89f8	0xf5ba	;õº
0x8a00	0xe5eb	;åë
0x8a02	0xeff4	;ïô
0x8a03	0xddb5	;Ýµ
0x8a08	0xcdaa	;Íª
0x8a0a	0xe3f2	;ãò
0x8a0c	0xfbf7	;û÷
0x8a0e	0xf7d0	;÷Ð
0x8a13	0xfdba	;ýº
0x8a16	0xfde1	;ýá
0x8a17	0xf6fe	;öþ
0x8a18	0xd1c0	;ÑÀ
0x8a1b	0xe8c5	;èÅ
0x8a1d	0xe4b8	;ä¸
0x8a1f	0xe1e8	;áè
0x8a23	0xccc1	;ÌÁ
0x8a25	0xd2ed	;Òí
0x8a2a	0xdbbe	;Û¾
0x8a2d	0xe0e2	;àâ
0x8a31	0xfac9	;úÉ
0x8a34	0xe1cd	;áÍ
0x8a36	0xcab8	;Ê¸
0x8a3a	0xf2e0	;òà
0x8a3b	0xf1c9	;ñÉ
0x8a50	0xdef1	;Þñ
0x8a54	0xf0df	;ðß
0x8a55	0xf8c4	;øÄ
0x8a5b	0xeecc	;îÌ
0x8a5e	0xdef2	;Þò
0x8a60	0xe7c9	;çÉ
0x8a62	0xe2f3	;âó
0x8a63	0xe7e1	;çá
0x8a66	0xe3cb	;ãË
0x8a69	0xe3cc	;ãÌ
0x8a6d	0xcff8	;Ïø
0x8a6e	0xefac	;ï¬
0x8a70	0xfdfe	;ýþ
0x8a71	0xfca5	;ü¥
0x8a72	0xfab1	;ú±
0x8a73	0xdfd9	;ßÙ
0x8a75	0xe0d2	;àÒ
0x8a79	0xf4da	;ôÚ
0x8a85	0xf1ca	;ñÊ
0x8a87	0xcea3	;Î£
0x8a8c	0xf2bc	;ò¼
0x8a8d	0xece3	;ìã
0x8a93	0xe0a5	;à¥
0x8a95	0xf7ab	;÷«
0x8a98	0xebaf	;ë¯
0x8a9e	0xe5de	;åÞ
0x8aa0	0xe1a4	;á¤
0x8aa1	0xcdab	;Í«
0x8aa3	0xd9f4	;Ùô
0x8aa4	0xe8a6	;è¦
0x8aa5	0xcdce	;ÍÎ
0x8aa6	0xe1e9	;áé
0x8aa8	0xfcef	;üï
0x8aaa	0xe0e3	;àã
0x8ab0	0xe2c1	;âÁ
0x8ab2	0xcea4	;Î¤
0x8ab9	0xdea6	;Þ¦
0x8abc	0xebfe	;ëþ
0x8abe	0xebdd	;ëÝ
0x8abf	0xf0e0	;ðà
0x8ac2	0xf4db	;ôÛ
0x8ac4	0xe2f4	;âô
0x8ac7	0xd3c8	;ÓÈ
0x8acb	0xf4eb	;ôë
0x8acd	0xeeb5	;îµ
0x8acf	0xf5d8	;õØ
0x8ad2	0xd5df	;Õß
0x8ad6	0xd6e5	;Öå
0x8adb	0xebb0	;ë°
0x8adc	0xf4e3	;ôã
0x8ae1	0xe3cd	;ãÍ
0x8ae6	0xf4f4	;ôô
0x8ae7	0xfab2	;ú²
0x8aea	0xeff5	;ïõ
0x8aeb	0xcadf	;Êß
0x8aed	0xebb1	;ë±
0x8aee	0xedbf	;í¿
0x8af1	0xfdc9	;ýÉ
0x8af6	0xe4a6	;ä¦
0x8af7	0xf9a4	;ù¤
0x8af8	0xf0b3	;ð³
0x8afa	0xe5ec	;åì
0x8afe	0xd1e7	;Ñç
0x8b00	0xd9c7	;ÙÇ
0x8b01	0xe4d7	;ä×
0x8b02	0xeadd	;êÝ
0x8b04	0xd4f7	;Ô÷
0x8b0e	0xdaba	;Úº
0x8b10	0xdacd	;ÚÍ
0x8b14	0xf9cc	;ùÌ
0x8b16	0xe1da	;áÚ
0x8b17	0xdbbf	;Û¿
0x8b19	0xccc5	;ÌÅ
0x8b1a	0xecd0	;ìÐ
0x8b1b	0xcbbb	;Ë»
0x8b1d	0xdef3	;Þó
0x8b20	0xe9aa	;éª
0x8b28	0xd9c8	;ÙÈ
0x8b2b	0xeee3	;îã
0x8b2c	0xd7bd	;×½
0x8b33	0xcfc4	;ÏÄ
0x8b39	0xd0cd	;ÐÍ
0x8b41	0xfca6	;ü¦
0x8b49	0xf1fb	;ñû
0x8b4e	0xfdd2	;ýÒ
0x8b4f	0xd1c1	;ÑÁ
0x8b58	0xe3db	;ãÛ
0x8b5a	0xd3c9	;ÓÉ
0x8b5c	0xdccf	;ÜÏ
0x8b66	0xcced	;Ìí
0x8b6c	0xdea7	;Þ§
0x8b6f	0xe6bb	;æ»
0x8b70	0xeca1	;ì¡
0x8b74	0xccb9	;Ì¹
0x8b77	0xfbde	;ûÞ
0x8b7d	0xe7e2	;çâ
0x8b80	0xd4c1	;ÔÁ
0x8b8a	0xdca8	;Ü¨
0x8b90	0xe2c2	;âÂ
0x8b92	0xf3d8	;óØ
0x8b93	0xe5d3	;åÓ
0x8b96	0xf3d9	;óÙ
0x8b9a	0xf3c6	;óÆ
0x8c37	0xcddb	;ÍÛ
0x8c3f	0xcdac	;Í¬
0x8c41	0xfcc3	;üÃ
0x8c46	0xd4e7	;Ôç
0x8c48	0xd1c2	;ÑÂ
0x8c4a	0xf9a5	;ù¥
0x8c4c	0xe8d5	;èÕ
0x8c55	0xe3ce	;ãÎ
0x8c5a	0xd4ca	;ÔÊ
0x8c61	0xdfda	;ßÚ
0x8c6a	0xfbdf	;ûß
0x8c6b	0xe7e3	;çã
0x8c79	0xf8fb	;øû
0x8c7a	0xe3cf	;ãÏ
0x8c82	0xf5b0	;õ°
0x8c8a	0xd8e7	;Øç
0x8c8c	0xd9c9	;ÙÉ
0x8c9d	0xf8af	;ø¯
0x8c9e	0xeff6	;ïö
0x8ca0	0xddb6	;Ý¶
0x8ca1	0xeeaf	;î¯
0x8ca2	0xcdf8	;Íø
0x8ca7	0xdeb8	;Þ¸
0x8ca8	0xfca7	;ü§
0x8ca9	0xf7fc	;÷ü
0x8caa	0xf7b1	;÷±
0x8cab	0xcebb	;Î»
0x8cac	0xf4a1	;ô¡
0x8caf	0xeecd	;îÍ
0x8cb0	0xe1ae	;á®
0x8cb3	0xecc3	;ìÃ
0x8cb4	0xcffe	;Ïþ
0x8cb6	0xf8bf	;ø¿
0x8cb7	0xd8e2	;Øâ
0x8cb8	0xd3e8	;Óè
0x8cbb	0xdea8	;Þ¨
0x8cbc	0xf4e4	;ôä
0x8cbd	0xecc2	;ìÂ
0x8cbf	0xd9f5	;Ùõ
0x8cc0	0xf9c5	;ùÅ
0x8cc1	0xddd3	;ÝÓ
0x8cc2	0xd6f1	;Öñ
0x8cc3	0xecfc	;ìü
0x8cc4	0xfcf0	;üð
0x8cc7	0xedc0	;íÀ
0x8cc8	0xcab9	;Ê¹
0x8cca	0xeee4	;îä
0x8cd1	0xf2e1	;òá
0x8cd3	0xdeb9	;Þ¹
0x8cda	0xd6f2	;Öò
0x8cdc	0xdef4	;Þô
0x8cde	0xdfdb	;ßÛ
0x8ce0	0xdbd3	;ÛÓ
0x8ce2	0xfae7	;úç
0x8ce3	0xd8e3	;Øã
0x8ce4	0xf4c1	;ôÁ
0x8ce6	0xddb7	;Ý·
0x8cea	0xf2f5	;òõ
0x8ced	0xd4ae	;Ô®
0x8cf4	0xd6f3	;Öó
0x8cfb	0xddb8	;Ý¸
0x8cfc	0xcfc5	;ÏÅ
0x8cfd	0xdfdf	;ßß
0x8d04	0xf2be	;ò¾
0x8d05	0xf6a1	;ö¡
0x8d07	0xebcb	;ëË
0x8d08	0xf1fc	;ñü
0x8d0a	0xf3c7	;óÇ
0x8d0d	0xe0eb	;àë
0x8d13	0xedfc	;íü
0x8d16	0xe1db	;áÛ
0x8d64	0xeee5	;îå
0x8d66	0xdef5	;Þõ
0x8d6b	0xfad3	;úÓ
0x8d70	0xf1cb	;ñË
0x8d73	0xd0af	;Ð¯
0x8d74	0xddb9	;Ý¹
0x8d77	0xd1c3	;ÑÃ
0x8d85	0xf5b1	;õ±
0x8d8a	0xeac6	;êÆ
0x8d99	0xf0e1	;ðá
0x8da3	0xf6ac	;ö¬
0x8da8	0xf5d9	;õÙ
0x8db3	0xf0eb	;ðë
0x8dba	0xddba	;Ýº
0x8dbe	0xf2bf	;ò¿
0x8dc6	0xf7c5	;÷Å
0x8dcb	0xdba2	;Û¢
0x8dcc	0xf2f6	;òö
0x8dcf	0xcaba	;Êº
0x8ddb	0xf7f5	;÷õ
0x8ddd	0xcbe5	;Ëå
0x8de1	0xeee6	;îæ
0x8de3	0xe0d3	;àÓ
0x8de8	0xcea5	;Î¥
0x8def	0xd6d8	;ÖØ
0x8df3	0xd4af	;Ô¯
0x8e0a	0xe9c9	;éÉ
0x8e0f	0xd3ce	;ÓÎ
0x8e10	0xf4c2	;ôÂ
0x8e1e	0xcbe6	;Ëæ
0x8e2a	0xf1a1	;ñ¡
0x8e30	0xebb2	;ë²
0x8e35	0xf1a2	;ñ¢
0x8e42	0xebb3	;ë³
0x8e44	0xf0b4	;ð´
0x8e47	0xcbf4	;Ëô
0x8e48	0xd4b0	;Ô°
0x8e49	0xf3b2	;ó²
0x8e4a	0xfbb7	;û·
0x8e59	0xf5ec	;õì
0x8e5f	0xeee7	;îç
0x8e60	0xf4b2	;ô²
0x8e74	0xf5ed	;õí
0x8e76	0xcff3	;Ïó
0x8e81	0xf0e2	;ðâ
0x8e87	0xeece	;îÎ
0x8e8a	0xf1cc	;ñÌ
0x8e8d	0xe5b8	;å¸
0x8eaa	0xd7f5	;×õ
0x8eab	0xe3f3	;ãó
0x8eac	0xcfe5	;Ïå
0x8ec0	0xcfc6	;ÏÆ
0x8eca	0xf3b3	;ó³
0x8ecb	0xe4d8	;äØ
0x8ecc	0xcff9	;Ïù
0x8ecd	0xcfda	;ÏÚ
0x8ed2	0xfacd	;úÍ
0x8edf	0xe6e3	;æã
0x8eeb	0xf2e2	;òâ
0x8ef8	0xf5ee	;õî
0x8efb	0xcabb	;Ê»
0x8efe	0xe3dc	;ãÜ
0x8f03	0xcef2	;Îò
0x8f05	0xd6d9	;ÖÙ
0x8f09	0xeeb0	;î°
0x8f12	0xf4e5	;ôå
0x8f13	0xd8c2	;ØÂ
0x8f14	0xdcd0	;ÜÐ
0x8f15	0xccee	;Ìî
0x8f1b	0xd5e0	;Õà
0x8f1c	0xf6ca	;öÊ
0x8f1d	0xfdca	;ýÊ
0x8f1e	0xd8d6	;ØÖ
0x8f1f	0xf4cf	;ôÏ
0x8f26	0xd6a6	;Ö¦
0x8f27	0xdcbe	;Ü¾
0x8f29	0xdbd4	;ÛÔ
0x8f2a	0xd7c7	;×Ç
0x8f2f	0xf2fe	;òþ
0x8f33	0xf1cd	;ñÍ
0x8f38	0xe2c3	;âÃ
0x8f39	0xdcde	;ÜÞ
0x8f3b	0xdcdf	;Üß
0x8f3e	0xefad	;ï­
0x8f3f	0xe6ab	;æ«
0x8f44	0xf9dd	;ùÝ
0x8f45	0xeabf	;ê¿
0x8f49	0xefae	;ï®
0x8f4d	0xf4d0	;ôÐ
0x8f4e	0xcef3	;Îó
0x8f5d	0xe6ac	;æ¬
0x8f5f	0xcede	;ÎÞ
0x8f62	0xd5f9	;Õù
0x8f9b	0xe3f4	;ãô
0x8f9c	0xcdd0	;ÍÐ
0x8fa3	0xd5b8	;Õ¸
0x8fa6	0xf7fd	;÷ý
0x8fa8	0xdca9	;Ü©
0x8fad	0xdef6	;Þö
0x8faf	0xdcaa	;Üª
0x8fb0	0xf2e3	;òã
0x8fb1	0xe9b4	;é´
0x8fb2	0xd2dc	;ÒÜ
0x8fc2	0xe9e6	;éæ
0x8fc5	0xe3f6	;ãö
0x8fce	0xe7ca	;çÊ
0x8fd1	0xd0ce	;ÐÎ
0x8fd4	0xdaf7	;Ú÷
0x8fe6	0xcabc	;Ê¼
0x8fea	0xeee8	;îè
0x8feb	0xdade	;ÚÞ
0x8fed	0xf2f7	;ò÷
0x8ff0	0xe2fb	;âû
0x8ff2	0xcca6	;Ì¦
0x8ff7	0xdabb	;Ú»
0x8ff9	0xeee9	;îé
0x8ffd	0xf5da	;õÚ
0x9000	0xf7dc	;÷Ü
0x9001	0xe1ea	;áê
0x9002	0xcec1	;ÎÁ
0x9003	0xd4b1	;Ô±
0x9005	0xfdb1	;ý±
0x9006	0xe6bd	;æ½
0x9008	0xfbad	;û­
0x900b	0xf8e7	;øç
0x900d	0xe1ce	;áÎ
0x900f	0xf7e2	;÷â
0x9010	0xf5ef	;õï
0x9011	0xcfc7	;ÏÇ
0x9014	0xd4b2	;Ô²
0x9015	0xccef	;Ìï
0x9017	0xd4e8	;Ôè
0x9019	0xeecf	;îÏ
0x901a	0xf7d7	;÷×
0x901d	0xe0a6	;à¦
0x901e	0xd6c1	;ÖÁ
0x901f	0xe1dc	;áÜ
0x9020	0xf0e3	;ðã
0x9021	0xf1e4	;ñä
0x9022	0xdcf1	;Üñ
0x9023	0xd6a7	;Ö§
0x902e	0xf4f5	;ôõ
0x9031	0xf1ce	;ñÎ
0x9032	0xf2e4	;òä
0x9035	0xd0b0	;Ð°
0x9038	0xecef	;ìï
0x903c	0xf9ba	;ùº
0x903e	0xebb5	;ëµ
0x9041	0xd4ed	;Ôí
0x9042	0xe2c4	;âÄ
0x9047	0xe9e7	;éç
0x904a	0xebb4	;ë´
0x904b	0xeaa1	;ê¡
0x904d	0xf8bc	;ø¼
0x904e	0xcea6	;Î¦
0x9050	0xf9c6	;ùÆ
0x9051	0xfcda	;üÚ
0x9053	0xd4b3	;Ô³
0x9054	0xd3b9	;Ó¹
0x9055	0xeade	;êÞ
0x9059	0xe9ab	;é«
0x905c	0xe1e1	;áá
0x905d	0xd3cf	;ÓÏ
0x905e	0xf4f6	;ôö
0x9060	0xeac0	;êÀ
0x9061	0xe1cf	;áÏ
0x9063	0xccba	;Ìº
0x9069	0xeeea	;îê
0x906d	0xf0e4	;ðä
0x906e	0xf3b4	;ó´
0x906f	0xd4ee	;Ôî
0x9072	0xf2c0	;òÀ
0x9075	0xf1e5	;ñå
0x9077	0xf4c3	;ôÃ
0x9078	0xe0d4	;àÔ
0x907a	0xebb6	;ë¶
0x907c	0xd7a1	;×¡
0x907d	0xcbe8	;Ëè
0x907f	0xf9ad	;ù­
0x9080	0xe9ad	;é­
0x9081	0xd8e4	;Øä
0x9082	0xfab3	;ú³
0x9083	0xe2c5	;âÅ
0x9084	0xfcbd	;ü½
0x9087	0xecc4	;ìÄ
0x9088	0xd8b1	;Ø±
0x908a	0xdcab	;Ü«
0x908f	0xd5a4	;Õ¤
0x9091	0xebe9	;ëé
0x9095	0xe8bb	;è»
0x9099	0xd8d7	;Ø×
0x90a2	0xfbae	;û®
0x90a3	0xd1e1	;Ñá
0x90a6	0xdbc0	;ÛÀ
0x90a8	0xf5be	;õ¾
0x90aa	0xdef7	;Þ÷
0x90af	0xcafb	;Êû
0x90b0	0xf7c6	;÷Æ
0x90b1	0xcfc8	;ÏÈ
0x90b5	0xe1d0	;áÐ
0x90b8	0xeed0	;îÐ
0x90c1	0xe9f4	;éô
0x90ca	0xcef4	;Îô
0x90de	0xd5cd	;ÕÍ
0x90e1	0xcfdb	;ÏÛ
0x90e8	0xddbb	;Ý»
0x90ed	0xceac	;Î¬
0x90f5	0xe9e8	;éè
0x90fd	0xd4b4	;Ô´
0x9102	0xe4c7	;äÇ
0x9112	0xf5db	;õÛ
0x9115	0xfac1	;úÁ
0x9119	0xdea9	;Þ©
0x9127	0xd4f8	;Ôø
0x912d	0xeff7	;ï÷
0x9132	0xd3b3	;Ó³
0x9149	0xebb7	;ë·
0x914a	0xeff8	;ïø
0x914b	0xf5dc	;õÜ
0x914c	0xedcc	;íÌ
0x914d	0xdbd5	;ÛÕ
0x914e	0xf1cf	;ñÏ
0x9152	0xf1d0	;ñÐ
0x9162	0xf5b2	;õ²
0x9169	0xd9ae	;Ù®
0x916a	0xd5ac	;Õ¬
0x916c	0xe2c6	;âÆ
0x9175	0xfda3	;ý£
0x9177	0xfbe5	;ûå
0x9178	0xdfab	;ß«
0x9187	0xe2f5	;âõ
0x9189	0xf6ad	;ö­
0x918b	0xf5b3	;õ³
0x918d	0xf0b5	;ðµ
0x9192	0xe1a5	;á¥
0x919c	0xf5dd	;õÝ
0x91ab	0xeca2	;ì¢
0x91ac	0xedfd	;íý
0x91ae	0xf5b4	;õ´
0x91af	0xfbb8	;û¸
0x91b1	0xdba3	;Û£
0x91b4	0xd6ca	;ÖÊ
0x91b5	0xcbd9	;ËÙ
0x91c0	0xe5d4	;åÔ
0x91c7	0xf3fa	;óú
0x91c9	0xebb8	;ë¸
0x91cb	0xe0b7	;à·
0x91cc	0xd7ec	;×ì
0x91cd	0xf1ec	;ñì
0x91ce	0xe5af	;å¯
0x91cf	0xd5e1	;Õá
0x91d0	0xd7ed	;×í
0x91d1	0xd1d1	;ÑÑ
0x91d7	0xe1f2	;áò
0x91d8	0xeff9	;ïù
0x91dc	0xddbc	;Ý¼
0x91dd	0xf6dc	;öÜ
0x91e3	0xf0e5	;ðå
0x91e7	0xf4c4	;ôÄ
0x91ea	0xe9e9	;éé
0x91f5	0xf3fb	;óû
0x920d	0xd4ef	;Ôï
0x9210	0xcca2	;Ì¢
0x9211	0xf7fe	;÷þ
0x9212	0xdfbc	;ß¼
0x9217	0xebcd	;ëÍ
0x921e	0xd0b7	;Ð·
0x9234	0xd6c2	;ÖÂ
0x923a	0xe8ad	;è­
0x923f	0xefaf	;ï¯
0x9240	0xcba5	;Ë¥
0x9245	0xcbe9	;Ëé
0x9249	0xfae8	;úè
0x9257	0xccc6	;ÌÆ
0x925b	0xe6e7	;æç
0x925e	0xeac7	;êÇ
0x9262	0xdba4	;Û¤
0x9264	0xcfc9	;ÏÉ
0x9265	0xe2fc	;âü
0x9266	0xeffa	;ïú
0x9280	0xebde	;ëÞ
0x9283	0xf5c8	;õÈ
0x9285	0xd4de	;ÔÞ
0x9291	0xe0d5	;àÕ
0x9293	0xefb0	;ï°
0x9296	0xe2c7	;âÇ
0x9298	0xd9af	;Ù¯
0x929c	0xf9e7	;ùç
0x92b3	0xe7e5	;çå
0x92b6	0xcfca	;ÏÊ
0x92b7	0xe1d1	;áÑ
0x92b9	0xe2c8	;âÈ
0x92cc	0xeffb	;ïû
0x92cf	0xfaf9	;úù
0x92d2	0xdcf2	;Üò
0x92e4	0xe0a7	;à§
0x92ea	0xf8e8	;øè
0x92f8	0xcbea	;Ëê
0x92fc	0xcbbc	;Ë¼
0x9304	0xd6e2	;Öâ
0x9310	0xf5de	;õÞ
0x9318	0xf5df	;õß
0x931a	0xeeb6	;î¶
0x931e	0xe2f6	;âö
0x931f	0xd3ca	;ÓÊ
0x9320	0xeffc	;ïü
0x9321	0xd1c4	;ÑÄ
0x9322	0xefb1	;ï±
0x9324	0xd1c5	;ÑÅ
0x9326	0xd0de	;ÐÞ
0x9328	0xd9e1	;Ùá
0x932b	0xe0b8	;à¸
0x932e	0xcdd1	;ÍÑ
0x932f	0xf3b9	;ó¹
0x9348	0xe7cc	;çÌ
0x934a	0xd6a8	;Ö¨
0x934b	0xcea7	;Î§
0x934d	0xd4b5	;Ôµ
0x9354	0xe4c8	;äÈ
0x935b	0xd3b4	;Ó´
0x936e	0xebb9	;ë¹
0x9375	0xcbf5	;Ëõ
0x937c	0xf6dd	;öÝ
0x937e	0xf1a3	;ñ£
0x938c	0xccc7	;ÌÇ
0x9394	0xe9ca	;éÊ
0x9396	0xe1f0	;áð
0x939a	0xf5e0	;õà
0x93a3	0xfbaf	;û¯
0x93a7	0xcbd1	;ËÑ
0x93ac	0xfbe0	;ûà
0x93ad	0xf2e5	;òå
0x93b0	0xecf0	;ìð
0x93c3	0xf0ec	;ðì
0x93d1	0xeeeb	;îë
0x93de	0xe9cb	;éË
0x93e1	0xccf0	;Ìð
0x93e4	0xd7af	;×¯
0x93f6	0xf3a1	;ó¡
0x9404	0xfcf5	;üõ
0x9418	0xf1a4	;ñ¤
0x9425	0xe0d6	;àÖ
0x942b	0xefb2	;ï²
0x9435	0xf4d1	;ôÑ
0x9438	0xf7a1	;÷¡
0x9444	0xf1d1	;ñÑ
0x9451	0xcafc	;Êü
0x9452	0xcafd	;Êý
0x945b	0xcece	;ÎÎ
0x947d	0xf3c8	;óÈ
0x947f	0xf3ba	;óº
0x9577	0xedfe	;íþ
0x9580	0xdaa6	;Ú¦
0x9583	0xe0ec	;àì
0x9589	0xf8cd	;øÍ
0x958b	0xcbd2	;ËÒ
0x958f	0xebce	;ëÎ
0x9591	0xf9d8	;ùØ
0x9592	0xf9d9	;ùÙ
0x9593	0xcae0	;Êà
0x9594	0xdaca	;ÚÊ
0x9598	0xcba6	;Ë¦
0x95a3	0xcac8	;ÊÈ
0x95a4	0xf9ee	;ùî
0x95a5	0xdbec	;Ûì
0x95a8	0xd0b1	;Ð±
0x95ad	0xd5ef	;Õï
0x95b1	0xe6f3	;æó
0x95bb	0xe7a2	;ç¢
0x95bc	0xe4d9	;äÙ
0x95c7	0xe4e1	;äá
0x95ca	0xfcc4	;üÄ
0x95d4	0xf9ef	;ùï
0x95d5	0xcff4	;Ïô
0x95d6	0xf7e6	;÷æ
0x95dc	0xcebc	;Î¼
0x95e1	0xf4c5	;ôÅ
0x95e2	0xdca3	;Ü£
0x961c	0xddbd	;Ý½
0x9621	0xf4c6	;ôÆ
0x962a	0xf8a1	;ø¡
0x962e	0xe8d6	;èÖ
0x9632	0xdbc1	;ÛÁ
0x963b	0xf0e6	;ðæ
0x963f	0xe4b9	;ä¹
0x9640	0xf6ed	;öí
0x9642	0xf9ae	;ù®
0x9644	0xddbe	;Ý¾
0x964b	0xd7b0	;×°
0x964c	0xd8e8	;Øè
0x964d	0xcbbd	;Ë½
0x9650	0xf9da	;ùÚ
0x965b	0xf8ce	;øÎ
0x965c	0xf9f0	;ùð
0x965d	0xe0ed	;àí
0x965e	0xe3b3	;ã³
0x965f	0xf4b3	;ô³
0x9662	0xeac2	;êÂ
0x9663	0xf2e6	;òæ
0x9664	0xf0b6	;ð¶
0x966a	0xdbd6	;ÛÖ
0x9670	0xebe4	;ëä
0x9673	0xf2e7	;òç
0x9675	0xd7d5	;×Õ
0x9676	0xd4b6	;Ô¶
0x9677	0xf9e8	;ùè
0x9678	0xd7c1	;×Á
0x967d	0xe5d5	;åÕ
0x9685	0xe9ea	;éê
0x9686	0xd7cc	;×Ì
0x968a	0xd3e9	;Óé
0x968b	0xe2c9	;âÉ
0x968d	0xfcdb	;üÛ
0x968e	0xcdad	;Í­
0x9694	0xccb0	;Ì°
0x9695	0xeaa2	;ê¢
0x9698	0xe4f6	;äö
0x9699	0xd0c0	;ÐÀ
0x969b	0xf0b7	;ð·
0x969c	0xeea1	;î¡
0x96a3	0xd7f6	;×ö
0x96a7	0xe2ca	;âÊ
0x96a8	0xe2cb	;âË
0x96aa	0xfacf	;úÏ
0x96b1	0xebdf	;ëß
0x96b7	0xd6cb	;ÖË
0x96bb	0xf4b4	;ô´
0x96c0	0xedcd	;íÍ
0x96c1	0xe4d2	;äÒ
0x96c4	0xeaa9	;ê©
0x96c5	0xe4ba	;äº
0x96c6	0xf3a2	;ó¢
0x96c7	0xcdd2	;ÍÒ
0x96c9	0xf6cb	;öË
0x96cb	0xf1e6	;ñæ
0x96cc	0xedc1	;íÁ
0x96cd	0xe8bc	;è¼
0x96ce	0xeed1	;îÑ
0x96d5	0xf0e7	;ðç
0x96d6	0xe2cc	;âÌ
0x96d9	0xe4aa	;äª
0x96db	0xf5e1	;õá
0x96dc	0xedda	;íÚ
0x96e2	0xd7ee	;×î
0x96e3	0xd1f1	;Ññ
0x96e8	0xe9eb	;éë
0x96e9	0xe9ec	;éì
0x96ea	0xe0e4	;àä
0x96ef	0xdaa7	;Ú§
0x96f0	0xddd4	;ÝÔ
0x96f2	0xeaa3	;ê£
0x96f6	0xd6c3	;ÖÃ
0x96f7	0xd6f4	;Öô
0x96f9	0xdadf	;Úß
0x96fb	0xefb3	;ï³
0x9700	0xe2cd	;âÍ
0x9706	0xeffd	;ïý
0x9707	0xf2e8	;òè
0x9711	0xefc5	;ïÅ
0x9713	0xe7e7	;çç
0x9716	0xd7fd	;×ý
0x9719	0xe7ce	;çÎ
0x971c	0xdfdc	;ßÜ
0x971e	0xf9c7	;ùÇ
0x9727	0xd9f6	;Ùö
0x9730	0xdfac	;ß¬
0x9732	0xd6da	;ÖÚ
0x9739	0xdca4	;Ü¤
0x973d	0xf0b8	;ð¸
0x9742	0xd5fa	;Õú
0x9744	0xe4f7	;ä÷
0x9748	0xd6c4	;ÖÄ
0x9751	0xf4ec	;ôì
0x9756	0xeffe	;ïþ
0x975c	0xf0a1	;ð¡
0x975e	0xdeaa	;Þª
0x9761	0xdabc	;Ú¼
0x9762	0xd8fc	;Øü
0x9769	0xfad4	;úÔ
0x976d	0xece5	;ìå
0x9774	0xfca8	;ü¨
0x9777	0xece6	;ìæ
0x977a	0xd8cb	;ØË
0x978b	0xfbb9	;û¹
0x978d	0xe4d3	;äÓ
0x978f	0xcdf9	;Íù
0x97a0	0xcfd3	;ÏÓ
0x97a8	0xcaea	;Êê
0x97ab	0xcfd4	;ÏÔ
0x97ad	0xf8bd	;ø½
0x97c6	0xf4c7	;ôÇ
0x97cb	0xeadf	;êß
0x97d3	0xf9db	;ùÛ
0x97dc	0xd4b7	;Ô·
0x97f3	0xebe5	;ëå
0x97f6	0xe1d2	;áÒ
0x97fb	0xeaa4	;ê¤
0x97ff	0xfac2	;úÂ
0x9800	0xfbe1	;ûá
0x9801	0xfaed	;úí
0x9802	0xf0a2	;ð¢
0x9803	0xccf1	;Ìñ
0x9805	0xfaa3	;ú£
0x9806	0xe2f7	;â÷
0x9808	0xe2ce	;âÎ
0x980a	0xe9f5	;éõ
0x980c	0xe1eb	;áë
0x9810	0xe7e8	;çè
0x9811	0xe8d7	;è×
0x9812	0xdaf8	;Úø
0x9813	0xd4cb	;ÔË
0x9817	0xf7f6	;÷ö
0x9818	0xd6c5	;ÖÅ
0x982d	0xd4e9	;Ôé
0x9830	0xfafa	;úú
0x9838	0xccf2	;Ìò
0x9839	0xf7dd	;÷Ý
0x983b	0xdeba	;Þº
0x9846	0xcea8	;Î¨
0x984c	0xf0b9	;ð¹
0x984d	0xe4fe	;äþ
0x984e	0xe4c9	;äÉ
0x9854	0xe4d4	;äÔ
0x9858	0xeac3	;êÃ
0x985a	0xefb4	;ï´
0x985e	0xd7be	;×¾
0x9865	0xfbe2	;ûâ
0x9867	0xcdd3	;ÍÓ
0x986b	0xefb5	;ïµ
0x986f	0xfae9	;úé
0x98a8	0xf9a6	;ù¦
0x98af	0xdfbd	;ß½
0x98b1	0xf7c7	;÷Ç
0x98c4	0xf8fd	;øý
0x98c7	0xf8fc	;øü
0x98db	0xdeab	;Þ«
0x98dc	0xdbe8	;Ûè
0x98df	0xe3dd	;ãÝ
0x98e1	0xe1e2	;áâ
0x98e2	0xd1c6	;ÑÆ
0x98ed	0xf6d0	;öÐ
0x98ee	0xebe6	;ëæ
0x98ef	0xdaf9	;Úù
0x98f4	0xecc7	;ìÇ
0x98fc	0xdef8	;Þø
0x98fd	0xf8e9	;øé
0x98fe	0xe3de	;ãÞ
0x9903	0xcef5	;Îõ
0x9909	0xfac3	;úÃ
0x990a	0xe5d7	;å×
0x990c	0xecc8	;ìÈ
0x9910	0xf3c9	;óÉ
0x9913	0xe4bb	;ä»
0x9918	0xe6ae	;æ®
0x991e	0xefb6	;ï¶
0x9920	0xdcbf	;Ü¿
0x9928	0xcebd	;Î½
0x9945	0xd8c3	;ØÃ
0x9949	0xd0cf	;ÐÏ
0x994b	0xcffa	;Ïú
0x994c	0xf3ca	;óÊ
0x994d	0xe0d7	;à×
0x9951	0xd1c7	;ÑÇ
0x9952	0xe9ae	;é®
0x9954	0xe8bd	;è½
0x9957	0xfac4	;úÄ
0x9996	0xe2cf	;âÏ
0x9999	0xfac5	;úÅ
